"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1350329";"";"None";"496.59";"0";"4.42";"SID17433666";"CCCn1c2ccccc2c2nnc(SCc3[nH]c(O)nc3C(=O)CCCCC(=O)OCC)nc21";"IC50";"'='";"3229.0";"nM";"5.49";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.229"
"CHEMBL1997922";"";"None";"329.36";"0";"1.48";"SID49644133";"Cc1nc(N/N=C/c2ccc(O)cc2O)cc(N2CCOCC2)n1";"IC50";"'>'";"2720.0";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"2.72"
"CHEMBL1426398";"";"None";"323.37";"0";"2.34";"SID14726847";"CCOCc1nnc(NC(=O)c2c(OC)cccc2OC)s1";"IC50";"'='";"17951.0";"nM";"4.75";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"17.951"
"CHEMBL1532466";"";"None";"458.66";"0";"3.62";"SID87346664";"CN(C)CCNc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CC(C)(C)SC3";"IC50";"'='";"13748.0";"nM";"4.86";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"13.748"
"CHEMBL1504694";"";"None";"420.54";"0";"3.64";"SID24786261";"COc1ccccc1CN1C[C@@H]2C[C@@H](c3ccc4nsnc4c3)N3CCC[C@@]23C1=O";"IC50";"'='";"22278.0";"nM";"4.65";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"22.278"
"CHEMBL1608891";"";"None";"420.90";"0";"3.95";"SID865321";"O=C(Nc1ccccc1N1CCN(C(=O)c2ccc(Cl)cc2)CC1)c1cccnc1";"IC50";"'='";"16435.0";"nM";"4.78";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"16.435"
"CHEMBL1905325";"";"None";"470.58";"0";"3.85";"SID99454688";"OC[C@@H]1CN(Cc2ccc(-c3ccccc3)cc2)C[C@H](n2cnc3c(NC4CCC4)ncnc32)O1";"IC50";"'='";"16658.0";"nM";"4.78";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"16.658"
"CHEMBL1441033";"";"None";"334.47";"0";"4.19";"SID856055";"N#CC12CCCCC1CC1CCCCC1(C#N)N2Cc1cccnc1";"IC50";"'='";"1679.0";"nM";"5.78";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"1.679"
"CHEMBL1432383";"";"None";"199.28";"0";"1.66";"SID26665805";"CCCCSc1cc(O)nc(N)n1";"IC50";"'='";"22190.0";"nM";"4.65";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"22.19"
"CHEMBL1549912";"";"None";"362.48";"0";"3.76";"SID852488";"CCC(C)(C)n1nnnc1C(c1cccnc1)N1CCCc2ccccc21";"IC50";"'='";"6899.0";"nM";"5.16";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.899"
"CHEMBL1978317";"";"None";"485.59";"0";"3.08";"SID99454870";"CC(=O)Nc1cccc(-c2ccnc3c2CC(C(=O)NCc2ccc(N4CCN(C)CC4)cc2)O3)c1";"IC50";"'='";"14447.0";"nM";"4.84";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"14.447"
"CHEMBL1867098";"";"None";"415.53";"0";"3.90";"SID92763605";"CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)CC1";"IC50";"'='";"21949.0";"nM";"4.66";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"21.949"
"CHEMBL1342209";"";"None";"358.31";"0";"1.70";"SID848337";"CCOC(=O)c1c(C)n(C(=O)c2ccco2)c(=O)n1C(=O)c1ccco1";"IC50";"'='";"11039.0";"nM";"4.96";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"11.039"
"CHEMBL1403262";"";"None";"226.23";"0";"1.25";"SID17504906";"Cc1[nH]c(O)nc1C(=O)CCCCC(=O)O";"IC50";"'='";"17.35";"nM";"7.76";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.01735"
"CHEMBL1975248";"";"None";"651.21";"1";"3.48";"SID87336927";"CC[C@]12c3[nH]c4ccc(Cl)cc4c3CCN1C(=O)[C@@H](CC(=O)NCCCN(C)C)C[C@@H]2C(=O)N1CCN(C(=O)c2ccco2)CC1";"IC50";"'='";"46760.0";"nM";"4.33";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"46.76"
"CHEMBL1325945";"";"None";"235.25";"0";"-0.67";"SID24809205";"CCCc1nc2c(=O)n(C)c(=O)nc-2n(C)n1";"IC50";"'='";"527.38";"nM";"6.28";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.52738"
"CHEMBL1476849";"";"None";"521.57";"1";"2.51";"SID47193809";"CCC1(CC)C(=O)C2=C3C1[C@H](C(=O)OC)C=C(C(=O)OC)C[C@H]3n1c(=O)n(-c3ccccc3)c(=O)n1[C@H]2C";"IC50";"'='";"22423.0";"nM";"4.65";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"22.423"
"CHEMBL1879763";"";"None";"544.70";"1";"4.86";"SID89855175";"O=C(Cc1ccc(NC(=O)C2CCN(C(=O)C3CCCC3)CC2)cc1)Nc1cccc(C(=O)N2CCCCC2)c1";"IC50";"'='";"29222.0";"nM";"4.53";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"29.222"
"CHEMBL1552356";"";"None";"360.41";"0";"2.05";"SID56423698";"CC(OC(=O)c1ccccc1NCCO)C(=O)Nc1ccnn1C(C)C";"IC50";"'='";"3975.0";"nM";"5.40";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.975"
"CHEMBL1722228";"";"None";"849.52";"2";"9.09";"SID92764833";"Cc1nc2nc(C)n(CCN3CCOCC3)c(=O)c2c(-c2cccc([N+](=O)[O-])c2)c1C(=O)CCCCCCCCCCN1CCC(c2ccccc2)(c2ccccc2)CC1.Cl";"IC50";"'='";"1346.0";"nM";"5.87";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"1.346"
"CHEMBL1590190";"";"None";"421.59";"0";"2.79";"SID49735686";"Cc1ccc(C(=O)N2CC(C)CC(C)C2)cc1NC1=NC2CS(=O)(=O)CC2S1";"IC50";"'='";"14338.0";"nM";"4.84";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"14.338"
"CHEMBL1892599";"";"None";"546.67";"1";"3.71";"SID89855076";"O=C(Cc1ccc(NC(=O)C2CCN(C(=O)C3CCCC3)CC2)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1";"IC50";"'='";"1536.0";"nM";"5.81";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"1.536"
"CHEMBL1864879";"";"None";"517.63";"1";"4.68";"SID121284994";"COc1cccc(C(c2nnnn2C2CCCCC2)N2CCC(n3c(O)nc4ccccc43)CC2)c1OC";"IC50";"'='";"25994.0";"nM";"4.58";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"25.994"
"CHEMBL1540093";"";"None";"262.36";"0";"3.02";"SID859597";"Cc1nnc(SCc2nc3ccccc3[nH]2)s1";"IC50";"'='";"15250.0";"nM";"4.82";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"15.25"
"CHEMBL1865289";"";"None";"194.24";"0";"1.12";"SID89855336";"Nc1nc(O)cc(NC2CCCC2)n1";"IC50";"'='";"12421.0";"nM";"4.91";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"12.421"
"CHEMBL1902526";"";"None";"530.67";"1";"4.47";"SID89855039";"CN(C(=O)c1ccc(NC(=O)Cc2cccc(NC(=O)C3CCN(C(=O)C4CCCC4)CC3)c2)cc1)C1CC1";"IC50";"'='";"21244.0";"nM";"4.67";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"21.244"
"CHEMBL1441885";"";"None";"303.41";"0";"3.51";"SID4259666";"CC1(C)Cc2nc3sc4c(O)ncnc4c3cc2CS1";"IC50";"'>'";"302.35";"nM";"";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.30235"
"CHEMBL1482415";"";"None";"342.40";"0";"3.38";"SID56315716";"COc1ccc2oc(C(=O)NCC(c3ccco3)N(C)C)c(C)c2c1";"IC50";"'='";"3825.0";"nM";"5.42";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.825"
"CHEMBL1588193";"";"None";"389.53";"0";"2.50";"SID49727827";"CC(C)c1ccc(NC(=O)CSc2nnc(CN3CCOCC3)n2C)cc1";"IC50";"'='";"14248.0";"nM";"4.85";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"14.248"
"CHEMBL1534533";"";"None";"489.56";"0";"3.97";"SID24841382";"Cc1ccc(-c2nn3c(-c4ccco4)nnc3c3ccccc23)cc1S(=O)(=O)NCC1CCCO1";"IC50";"'>'";"73450.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"73.45"
"CHEMBL1554805";"";"None";"467.57";"0";"1.42";"SID56322238";"COc1ccc(NC(=O)CN(C)C(=O)Cc2ccc(S(=O)(=O)N3CCOCC3)s2)cc1";"IC50";"'='";"2032.0";"nM";"5.69";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"2.032"
"CHEMBL1999268";"";"None";"445.53";"0";"3.51";"SID121284973";"COc1ccc(-n2nnnc2C(C2CC2)N2CCC(n3c(O)nc4ccccc43)CC2)cc1";"IC50";"'='";"19779.0";"nM";"4.70";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"19.779"
